id,label
3260,0
3261,1
3262,1
3263,0
3264,1
3265,1
3266,0
3267,1
3268,0
3269,0
3270,1
3271,1
3272,1
3273,0
3274,0
3275,1
3276,0
3277,1
3278,1
3279,0
3280,1
3281,1
3282,1
3283,0
3284,1
3285,0
3286,0
3287,0
3288,0
3289,0
3290,1
3291,0
3292,1
3293,1
3294,0
3295,0
3296,0
3297,1
3298,1
3299,1
3300,0
3301,0
3302,1
3303,0
3304,1
3305,1
3306,0
3307,1
3308,1
3309,0
3310,0
3311,0
3312,1
3313,0
3314,0
3315,0
3316,0
3317,0
3318,0
3319,1
3320,1
3321,0
3322,1
3323,1
3324,1
3325,1
3326,0
3327,0
3328,0
3329,1
3330,0
3331,1
3332,1
3333,0
3334,1
3335,0
3336,1
3337,1
3338,0
3339,0
3340,0
3346,1
3347,0
3348,0
3349,1
3350,1
3351,0
3352,1
3353,1
3354,1
3355,1
3356,0
3357,0
3358,0
3359,1
3360,0
3366,1
3367,1
3368,0
3369,0
3370,0
3371,0
3372,1
3373,0
3374,1
3375,0
3376,1
3377,0
3378,0
3379,0
3380,0
3381,0
3382,1
3383,0
3384,1
3385,0
3386,1
3387,1
3388,0
3389,0
3390,0
3391,0
3392,0
3393,1
3394,1
3395,1
3396,1
3397,1
3398,0
3399,0
3400,1
3406,0
3407,1
3408,0
3409,1
3410,1
3411,1
3412,1
3413,0
3414,0
3415,0
3416,0
3417,1
3418,0
3419,1
3420,1
3421,0
3422,1
3423,1
3424,0
3425,1
3426,0
3427,0
3428,0
3429,1
3430,1
3431,1
3432,1
3433,0
3434,0
3435,0
3436,0
3437,1
3438,0
3439,1
3440,0
3441,1
3442,1
3443,0
3444,0
3445,0
3451,0
3452,1
3453,0
3454,1
3455,0
3456,0
3457,1
3458,0
3459,1
3460,1
3461,0
3462,0
3463,0
3464,1
3465,1
3466,1
3467,0
3468,1
3469,0
3470,1
3471,1
3472,1
3473,1
3474,0
3475,1
3476,0
3477,1
3478,0
3479,1
3480,0
3481,1
3482,0
3483,0
3484,0
3485,0
3486,1
3487,1
3488,0
3489,0
3490,0
3491,1
3492,1
3493,0
3494,1
3495,0
3496,0
3497,1
3498,1
3499,1
3500,0
3501,0
3502,0
3503,0
3504,1
3505,1
3506,1
3507,0
3508,1
3509,0
3510,1
3511,0
3512,0
3513,0
3514,0
3515,0
3521,1
3522,1
3523,0
3524,1
3525,0
3526,0
3527,1
3528,0
3529,1
3530,1
3531,1
3532,0
3533,1
3534,1
3535,0
3536,0
3537,1
3538,1
3539,1
3540,1
3541,0
3542,0
3543,0
3544,0
3545,1
3546,0
3547,1
3548,0
3549,1
3550,0
3551,0
3552,1
3553,1
3554,0
3555,0
3556,0
3557,1
3558,0
3559,1
3560,1
3561,1
3562,1
3563,0
3564,1
3565,0
3566,1
3567,1
3568,1
3569,1
3570,1
3571,1
3572,0
3573,0
3574,0
3575,0
3576,0
3577,1
3578,1
3579,0
3580,0
3586,1
3587,0
3588,0
3589,0
3590,1
3591,0
3592,1
3593,0
3594,1
3595,0
3596,1
3597,1
3598,0
3599,1
3600,0
3601,0
3602,1
3603,1
3604,0
3605,0
3606,0
3607,1
3608,0
3609,1
3610,0
3611,0
3612,1
3613,0
3614,1
3615,0
3621,0
3622,1
3623,0
3624,0
3625,1
3626,1
3627,1
3628,0
3629,0
3630,1
3631,1
3632,0
3633,0
3634,0
3635,0
3641,0
3642,1
3643,0
3644,0
3645,1
3646,0
3647,1
3648,1
3649,1
3650,1
3651,1
3652,1
3653,0
3654,1
3655,1
3656,0
3657,1
3658,0
3659,1
3660,0
3661,0
3662,1
3663,1
3664,1
3665,0
3666,1
3667,1
3668,0
3669,0
3670,0
3671,0
3672,0
3673,0
3674,1
3675,1
3676,0
3677,1
3678,1
3679,0
3680,1
3681,0
3682,1
3683,1
3684,0
3685,1
3686,1
3687,1
3688,0
3689,1
3690,0
3691,0
3692,1
3693,0
3694,1
3695,0
3696,1
3697,1
3698,0
3699,1
3700,1
3701,1
3702,1
3703,0
3704,0
3705,0
3706,1
3707,1
3708,0
3709,0
3710,1
3711,0
3712,1
3713,0
3714,1
3715,1
3716,0
3717,1
3718,0
3719,1
3720,0
3726,0
3727,1
3728,0
3729,1
3730,1
3731,1
3732,1
3733,0
3734,1
3735,0
3736,1
3737,1
3738,1
3739,1
3740,0
3741,0
3742,1
3743,0
3744,1
3745,0
3746,0
3747,1
3748,0
3749,1
3750,1
3751,0
3752,1
3753,0
3754,0
3755,0
3756,0
3757,1
3758,1
3759,1
3760,1
3761,0
3762,1
3763,0
3764,1
3765,0
3766,1
3767,1
3768,0
3769,0
3770,0
3771,0
3772,0
3773,1
3774,1
3775,1
3776,0
3777,1
3778,1
3779,1
3780,1
3781,0
3782,1
3783,0
3784,1
3785,0
3786,0
3787,1
3788,1
3789,1
3790,0
3791,0
3792,1
3793,1
3794,1
3795,0
3796,1
3797,0
3798,0
3799,1
3800,0
3801,1
3802,1
3803,0
3804,0
3805,0
3806,1
3807,0
3808,0
3809,0
3810,0
3811,1
3812,1
3813,0
3814,0
3815,0
3816,1
3817,1
3818,0
3819,0
3820,0
3821,1
3822,0
3823,1
3824,0
3825,0
3826,0
3827,1
3828,1
3829,1
3830,1
3841,1
3842,1
3843,0
3844,0
3845,1
3846,1
3847,1
3848,0
3849,0
3850,0
3851,1
3852,1
3853,0
3854,0
3855,0
3856,1
3857,1
3858,0
3859,0
3860,1
3861,0
3862,1
3863,0
3864,1
3865,0
3866,0
3867,1
3868,0
3869,1
3870,0
3871,0
3872,1
3873,0
3874,1
3875,1
3876,1
3877,1
3878,0
3879,0
3880,0
3881,0
3882,0
3883,0
3884,1
3885,0
3886,1
3887,1
3888,0
3889,1
3890,1
3891,1
3892,1
3893,0
3894,0
3895,0
3896,1
3897,1
3898,0
3899,0
3900,0
3901,1
3902,1
3903,0
3904,0
3905,1
3906,1
3907,1
3908,0
3909,0
3910,1
3911,0
3912,1
3913,1
3914,1
3915,0
3916,1
3917,1
3918,0
3919,0
3920,0
3921,1
3922,1
3923,0
3924,1
3925,0
3926,0
3927,1
3928,1
3929,1
3930,0
3931,1
3932,1
3933,0
3934,0
3935,0
3936,0
3937,1
3938,0
3939,1
3940,1
3946,0
3947,1
3948,1
3949,1
3950,0
3951,0
3952,1
3953,1
3954,1
3955,0
3956,0
3957,1
3958,0
3959,0
3960,0
3961,1
3962,0
3963,1
3964,1
3965,1
3966,1
3967,0
3968,0
3969,0
3970,0
3971,0
3972,0
3973,1
3974,1
3975,0
3976,0
3977,1
3978,1
3979,1
3980,1
3981,1
3982,1
3983,0
3984,1
3985,0
3986,0
3987,1
3988,1
3989,1
3990,0
3996,1
3997,0
3998,1
3999,0
4000,0
4001,1
4002,0
4003,0
4004,1
4005,1
4006,0
4007,1
4008,0
4009,0
4010,0
4011,0
4012,1
4013,1
4014,1
4015,1
4016,0
4017,1
4018,1
4019,1
4020,1
4021,1
4022,1
4023,0
4024,0
4025,0
4026,0
4027,1
4028,1
4029,1
4030,0
4031,1
4032,1
4033,0
4034,0
4035,0
4036,1
4037,1
4038,0
4039,0
4040,0
4041,1
4042,1
4043,0
4044,0
4045,0
4046,1
4047,1
4048,0
4049,0
4050,0
4051,1
4052,0
4053,0
4054,0
4055,0
4056,1
4057,0
4058,1
4059,0
4060,1
4061,1
4062,1
4063,1
4064,1
4065,0
4066,0
4067,1
4068,0
4069,1
4070,1
4071,0
4072,1
4073,1
4074,1
4075,0
4076,0
4077,1
4078,1
4079,1
4080,0
4081,1
4082,0
4083,0
4084,1
4085,0
4086,1
4087,1
4088,0
4089,0
4090,0
4091,0
4092,0
4093,0
4094,1
4095,0
4096,0
4097,1
4098,1
4099,1
4100,1
4101,0
4102,1
4103,1
4104,1
4105,1
4106,1
4107,1
4108,1
4109,0
4110,0
4111,1
4112,1
4113,0
4114,0
4115,0
4116,1
4117,1
4118,0
4119,0
4120,1
4121,0
4122,0
4123,0
4124,1
4125,0
4126,1
4127,1
4128,0
4129,0
4130,0
4131,1
4132,1
4133,0
4134,1
4135,0
4136,1
4137,1
4138,0
4139,0
4140,0
4141,1
4142,1
4143,0
4144,0
4145,0
4146,0
4147,1
4148,1
4149,1
4150,0
4151,1
4152,1
4153,0
4154,1
4155,0
4156,0
4157,1
4158,1
4159,1
4160,1
4161,1
4162,1
4163,0
4164,0
4165,0
4166,0
4167,1
4168,0
4169,1
4170,1
4171,1
4172,0
4173,0
4174,1
4175,0
4176,1
4177,1
4178,0
4179,1
4180,1
4186,1
4187,1
4188,0
4189,1
4190,0
4191,1
4192,0
4193,0
4194,0
4195,0
4196,0
4197,1
4198,0
4199,0
4200,0
4201,1
4202,1
4203,0
4204,0
4205,0
4206,0
4207,1
4208,0
4209,1
4210,1
4211,1
4212,1
4213,0
4214,1
4215,1
4216,0
4217,1
4218,0
4219,0
4220,1
4221,0
4222,1
4223,1
4224,0
4225,0
4226,0
4227,1
4228,1
4229,1
4230,0
4231,1
4232,0
4233,0
4234,0
4235,0
4236,1
4237,0
4238,0
4239,1
4240,0
4241,1
4242,1
4243,0
4244,1
4245,0
4246,0
4247,1
4248,1
4249,1
4250,0
4251,1
4252,1
4253,0
4254,0
4255,0
4256,0
4257,1
4258,1
4259,1
4260,1
4261,1
4262,1
4263,1
4264,1
4265,0
4266,1
4267,1
4268,0
4269,0
4270,0
4271,0
4272,1
4273,1
4274,1
4275,1
4276,0
4277,1
4278,1
4279,1
4280,0
4281,1
4282,0
4283,0
4284,1
4285,0
4286,1
4287,1
4288,0
4289,1
4290,0
4291,0
4292,1
4293,1
4294,1
4295,1
4296,0
4297,1
4298,0
4299,1
4300,1
4301,0
4302,1
4303,0
4304,1
4305,1
4306,1
4307,1
4308,0
4309,0
4310,0
4311,1
4312,0
4313,0
4314,1
4315,0
4316,1
4317,0
4318,0
4319,0
4320,0
4321,1
4322,1
4323,0
4324,1
4325,0
4326,0
4327,1
4328,0
4329,0
4330,1
4331,0
4332,1
4333,0
4334,1
4335,1
4336,0
4337,1
4338,1
4339,1
4340,1
4341,1
4342,1
4343,0
4344,1
4345,0
4346,0
4347,1
4348,0
4349,0
4350,0
4351,0
4352,1
4353,0
4354,1
4355,1
4356,1
4357,1
4358,0
4359,0
4360,0
4361,0
4362,1
4363,0
4364,0
4365,1
4366,0
4367,1
4368,1
4369,1
4370,0
4371,0
4372,1
4373,1
4374,1
4375,0
4376,1
4377,1
4378,0
4379,0
4380,0
4381,0
4382,1
4383,0
4384,1
4385,0
4386,1
4387,0
4389,1
4390,1
4391,1
4392,1
4393,0
4394,0
4395,0
4396,1
4397,1
4398,0
4399,0
4400,0
4401,1
4402,1
4403,0
4404,1
4405,0
4406,1
4407,1
4408,0
4409,0
4410,1
4411,1
4412,1
4414,0
4415,0
4416,0
4417,1
4418,0
4419,0
4420,1
4421,1
4422,1
4423,0
4424,0
4425,0
4426,1
4427,0
4428,0
4429,0
4430,1
4431,1
4432,1
4433,0
4434,1
4435,0
4436,0
4437,1
4438,1
4439,1
4440,0
4441,0
4442,1
4443,1
4444,1
4445,0
4446,1
4447,1
4448,0
4449,1
4450,0
4451,0
4452,1
4453,0
4454,1
4455,0
4456,0
4457,1
4458,1
4459,1
4460,1
4461,1
4462,0
4463,0
4464,1
4465,1
4466,1
4467,1
4468,0
4469,0
4470,1
4471,0
4472,0
4473,0
4474,1
4475,1
4476,0
4477,1
4478,0
4479,1
4480,0
4491,1
4492,1
4493,0
4494,0
4495,0
4496,0
4497,1
4498,1
4499,1
4500,1
4501,1
4502,1
4503,0
4504,0
4505,1
4506,1
4507,1
4508,0
4509,0
4510,0
4511,1
4512,0
4513,1
4514,1
4515,0
4516,0
4517,1
4518,0
4519,1
4520,1
4521,0
4522,1
4523,1
4524,1
4525,0
4526,1
4527,1
4528,0
4529,0
4530,0
4531,0
4532,1
4533,0
4534,1
4535,1
4536,1
4537,1
4538,0
4539,1
4540,0
4541,1
4542,1
4543,0
4544,1
4545,1
4546,1
4547,1
4548,0
4549,0
4550,0
4556,0
4557,1
4558,0
4559,1
4560,1
4561,1
4562,1
4563,0
4564,1
4565,0
4566,0
4567,1
4568,1
4569,1
4570,1
4571,0
4572,1
4573,0
4574,1
4575,1
4576,1
4577,1
4578,0
4579,0
4580,1
4581,0
4582,0
4583,0
4584,1
4585,1
4586,0
4587,1
4588,1
4589,0
4590,1
4601,0
4602,0
4603,1
4604,1
4605,0
4606,1
4607,1
4608,1
4609,0
4610,0
4611,1
4612,1
4613,0
4614,0
4615,1
4616,1
4617,1
4618,0
4619,0
4620,1
4626,0
4627,1
4628,1
4629,1
4630,1
4631,1
4632,1
4633,0
4634,1
4635,0
4636,1
4637,0
4638,0
4639,0
4640,0
4641,1
4642,0
4643,0
4644,0
4645,0
4646,0
4647,1
4648,0
4649,1
4650,0
4651,1
4652,0
4653,1
4654,0
4655,0
4656,0
4657,1
4658,1
4659,0
4660,0
4661,0
4662,1
4663,0
4664,1
4665,1
4666,0
4667,1
4668,1
4669,1
4670,0
4676,0
4677,1
4678,1
4679,0
4680,1
4681,1
4682,1
4683,0
4684,0
4685,0
4686,1
4687,1
4688,0
4689,0
4690,0
4691,0
4692,1
4693,1
4694,1
4695,0
4696,1
4697,0
4698,0
4699,1
4700,0
4706,1
4707,1
4709,0
4710,0
4711,1
4712,0
4714,0
4715,1
4716,0
4717,1
4718,0
4719,1
4720,0
4721,1
4722,1
4723,0
4724,1
4725,1
4726,1
4727,0
4728,1
4729,0
4730,1
4731,1
4732,1
4733,0
4734,0
4735,0
4736,1
4737,0
4738,1
4739,1
4740,0
4741,1
4742,0
4743,0
4744,0
4745,0
4746,0
4747,1
4748,1
4749,1
4750,0
4751,0
4752,1
4753,0
4754,0
4755,0
4756,1
4757,1
4758,0
4759,0
4760,0
4761,1
4762,0
4763,0
4764,0
4765,0
4766,0
4767,1
4768,0
4769,1
4770,1
4776,0
4777,1
4778,1
4779,1
4780,0
4781,1
4782,0
4783,1
4784,1
4785,1
4786,0
4787,0
4788,0
4789,1
4790,1
4791,0
4792,1
4793,0
4794,0
4795,0
4796,1
4797,1
4798,0
4799,0
4800,0
4801,1
4802,1
4803,0
4804,0
4805,0
4806,0
4807,1
4808,1
4809,0
4810,1
4811,1
4812,0
4813,0
4814,0
4815,1
4816,0
4817,1
4818,1
4819,1
4820,0
4821,0
4822,1
4823,1
4824,1
4825,0
4826,0
4827,1
4828,1
4829,1
4830,0
4831,1
4832,0
4833,0
4834,0
4835,0
4836,0
4837,1
4838,1
4839,1
4840,0
4846,1
4847,1
4848,0
4849,1
4850,1
4851,1
4852,0
4853,0
4854,1
4855,0
4856,0
4857,1
4858,1
4859,1
4860,1
4861,0
4862,0
4863,1
4864,1
4865,1
4866,1
4867,1
4868,0
4869,0
4870,0
4871,1
4872,0
4873,0
4874,0
4875,0
4876,0
4877,1
4878,0
4879,1
4880,1
4881,1
4882,1
4883,1
4884,1
4885,0
4886,1
4887,0
4888,1
4889,1
4890,1
4891,1
4892,0
4893,0
4894,0
4895,0
4896,0
4897,0
4898,1
4899,1
4900,1
4901,1
4902,0
4903,0
4904,0
4905,0
4906,0
4907,1
4908,0
4909,0
4910,1
4911,0
4912,0
4913,0
4914,1
4915,1
4916,1
4917,1
4918,0
4919,1
4920,0
4921,0
4922,1
4923,1
4924,0
4925,0
4926,0
4927,0
4928,1
4929,1
4930,1
4931,1
4932,1
4933,0
4934,0
4935,0
4936,0
4937,1
4938,1
4939,1
4940,0
4941,0
4942,1
4943,1
4944,0
4945,1
4946,0
4947,1
4948,1
4949,1
4950,0
4951,1
4952,1
4953,0
4954,1
4955,1
4966,0
4967,1
4968,1
4969,1
4970,0
4971,0
4972,1
4973,1
4974,1
4975,0
4976,0
4977,1
4978,1
4979,1
4980,0
4981,1
4982,1
4983,0
4984,0
4985,0
4986,0
4987,1
4988,0
4989,1
4990,0
4991,1
4992,1
4993,1
4994,0
4995,1
5001,0
5002,1
5003,1
5004,1
5005,0
5006,0
5007,1
5008,1
5009,1
5010,1
5011,0
5012,1
5013,0
5014,1
5015,0
5016,0
5017,1
5018,0
5019,1
5020,0
5021,0
5022,1
5023,1
5024,1
5025,1
5026,1
5027,0
5029,1
5030,0
5031,1
5032,0
5033,0
5034,0
5035,0
5036,1
5037,1
5038,0
5039,1
5040,0
5041,0
5042,1
5043,0
5044,0
5045,0
5046,1
5047,0
5049,0
5050,0
5051,1
5052,1
5053,0
5054,0
5055,1
5056,1
5057,0
5058,0
5059,0
5060,0
5066,1
5067,0
5068,0
5069,1
5070,1
5076,1
5077,1
5078,0
5079,0
5080,1
5086,1
5087,1
5088,0
5089,1
5090,1
5096,0
5097,1
5098,1
5099,0
5100,1
5101,0
5102,1
5103,1
5104,1
5105,0
5106,0
5107,1
5108,0
5109,1
5110,1
5111,1
5112,0
5113,0
5114,1
5115,0
5121,0
5122,1
5123,1
5124,1
5125,1
5126,0
5127,1
5128,1
5129,1
5130,0
5131,1
5132,1
5133,0
5134,1
5135,0
5141,1
5142,1
5143,0
5144,0
5145,0
5151,1
5152,1
5153,0
5154,0
5155,0
5156,1
5157,1
5158,0
5159,1
5160,0
5161,1
5162,1
5163,0
5164,0
5165,0
5166,1
5167,0
5168,1
5169,0
5170,0
5171,1
5172,1
5173,0
5174,0
5175,0
5176,1
5177,1
5178,0
5179,1
5180,1
5181,1
5182,0
5183,1
5184,1
5185,0
5186,1
5187,0
5188,0
5189,0
5190,0
5191,1
5192,1
5193,0
5194,0
5195,0
5196,1
5197,1
5198,0
5199,1
5200,0
5201,0
5202,1
5203,1
5204,1
5205,0
5206,1
5207,1
5208,0
5209,0
5210,0
5211,1
5212,0
5213,0
5214,0
5215,0
5216,1
5217,1
5218,0
5219,0
5220,0
5221,0
5222,1
5223,1
5224,1
5225,0
5226,1
5227,1
5228,0
5229,1
5230,0
5231,1
5232,0
5233,0
5234,1
5235,0
5241,1
5242,1
5243,1
5244,1
5245,0
5246,1
5247,0
5248,0
5249,0
5250,0
5251,0
5252,1
5253,1
5254,1
5255,1
5261,1
5262,0
5264,0
5265,0
5266,1
5267,0
5268,0
5269,1
5270,0
5271,0
5272,1
5273,1
5274,1
5275,0
5276,0
5277,1
5278,1
5279,1
5280,1
5281,1
5282,1
5283,0
5284,0
5285,1
5291,0
5292,1
5293,1
5294,1
5295,1
5296,0
5297,1
5298,1
5299,1
5300,1
5301,1
5302,1
5303,1
5304,1
5305,0
5306,1
5307,1
5308,0
5309,0
5310,0
5316,0
5317,1
5318,1
5319,1
5320,0
5321,0
5322,1
5323,0
5324,1
5325,1
5326,0
5327,0
5328,1
5329,1
5330,1
5331,0
5332,0
5333,1
5334,1
5335,0
5336,1
5337,1
5338,0
5339,0
5340,0
5341,1
5342,1
5343,0
5344,0
5345,0
5346,1
5347,1
5348,0
5349,0
5350,0
5351,0
5352,0
5353,1
5354,1
5355,0
5356,1
5357,1
5358,0
5359,1
5360,0
5361,1
5362,1
5363,0
5364,0
5365,0
5366,0
5367,1
5368,1
5369,0
5370,0
5371,0
5372,1
5373,1
5374,1
5375,1
5381,1
5382,0
5384,1
5385,0
5386,1
5387,0
5388,0
5389,1
5390,1
5391,1
5392,0
5393,0
5394,0
5395,1
5396,1
5397,0
5398,1
5399,1
5400,1
5401,1
5402,1
5403,0
5404,0
5405,0
5406,1
5407,1
5408,0
5409,0
5410,0
5411,1
5412,0
5413,0
5414,0
5415,1
5416,0
5417,1
5418,0
5419,1
5420,1
5421,1
5422,0
5423,1
5424,1
5425,0
5426,1
5427,0
5428,1
5429,1
5430,0
5436,0
5437,1
5438,0
5439,1
5440,0
5441,0
5442,1
5443,1
5444,0
5445,1
5446,1
5447,1
5448,1
5449,0
5450,1
5451,1
5452,1
5453,0
5454,0
5455,0
5456,1
5457,1
5458,0
5459,0
5460,1
5461,1
5462,1
5463,0
5464,0
5465,0
5466,0
5467,1
5468,1
5469,1
5470,0
5471,1
5472,1
5473,0
5474,0
5475,0
5476,1
5477,1
5478,1
5479,0
5480,0
5481,0
5482,1
5483,1
5484,1
5485,0
5486,0
5487,0
5488,1
5489,1
5490,0
5491,1
5492,1
5493,0
5494,0
5495,0
5496,1
5497,1
5498,1
5499,1
5500,0
5501,1
5502,1
5503,1
5504,1
5505,0
5511,1
5512,1
5514,0
5515,1
5516,1
5517,1
5518,0
5519,0
5520,0
5521,1
5522,1
5523,0
5524,0
5525,1
5526,0
5527,1
5528,1
5529,1
5530,1
5531,0
5532,1
5533,1
5534,1
5535,0
5536,1
5537,1
5538,0
5539,0
5540,0
5541,1
5542,1
5543,0
5544,1
5545,0
5546,1
5547,0
5548,0
5549,1
5550,0
5551,0
5552,1
5553,0
5554,1
5555,1
5556,1
5557,0
5558,1
5559,1
5560,0
5561,1
5562,0
5563,0
5564,0
5565,0
5566,1
5567,0
5568,0
5569,1
5570,1
5571,1
5572,1
5573,0
5574,1
5575,0
5576,1
5577,0
5579,0
5580,0
5581,1
5582,1
5583,0
5584,1
5585,0
5586,0
5587,1
5588,0
5589,1
5590,1
5591,1
5592,1
5593,0
5594,1
5595,1
5596,0
5597,1
5598,0
5599,1
5600,1
5601,0
5602,1
5603,1
5604,0
5605,0
5606,0
5607,1
5608,1
5609,1
5610,0
5611,1
5612,0
5613,1
5614,1
5615,0
5616,1
5617,1
5618,0
5619,1
5620,0
5621,0
5622,1
5623,0
5624,1
5625,0
5626,0
5627,0
5628,0
5629,1
5630,0
5631,1
5632,1
5633,0
5634,0
5635,1
5636,1
5637,1
5638,0
5639,1
5640,0
5641,1
5642,1
5643,0
5644,1
5645,1
5646,0
5647,1
5648,0
5649,1
5650,1
5651,0
5652,1
5653,1
5654,1
5655,0
5656,1
5657,0
5658,0
5659,0
5660,0
5661,0
5662,1
5663,0
5664,1
5665,0
5666,1
5667,1
5668,0
5669,1
5670,1
5671,1
5672,1
5673,0
5674,1
5675,0
5676,1
5677,1
5678,0
5679,0
5680,0
5681,1
5682,1
5683,0
5684,0
5685,1
5686,0
5687,1
5688,1
5689,1
5690,1
5691,0
5692,1
5693,1
5694,0
5695,1
5696,1
5697,1
5698,0
5699,0
5700,0
5701,0
5702,1
5703,1
5704,1
5705,1
5706,1
5707,0
5708,0
5709,1
5710,1
5711,0
5712,1
5713,0
5714,1
5715,1
5716,0
5717,1
5718,1
5719,0
5720,1
5721,1
5722,1
5723,0
5724,1
5725,1
5726,0
5727,1
5728,1
5729,1
5730,1
5731,1
5732,1
5733,0
5734,0
5735,0
5736,0
5737,1
5738,1
5739,0
5740,0
5741,0
5742,1
5743,0
5744,0
5745,0
5746,1
5747,1
5748,0
5749,1
5750,0
5751,1
5752,1
5753,1
5754,1
5755,1
5756,1
5757,0
5758,0
5759,1
5760,0
5771,1
5772,1
5773,0
5774,1
5775,0
5776,1
5777,0
5778,1
5779,1
5780,0
5781,0
5782,0
5783,0
5784,1
5785,1
5791,1
5792,1
5793,0
5794,1
5795,0
5796,1
5797,1
5798,0
5799,0
5800,1
5801,0
5802,1
5803,1
5804,0
5805,1
5806,0
5807,1
5808,1
5809,1
5810,1
5811,0
5812,1
5813,1
5814,1
5815,0
5816,1
5817,1
5818,0
5819,0
5820,1
5821,1
5822,0
5823,0
5824,1
5825,0
5826,1
5827,1
5828,0
5829,0
5830,0
5831,1
5832,1
5833,0
5834,1
5835,0
5836,1
5837,1
5838,0
5839,0
5840,0
5841,0
5842,1
5843,0
5844,1
5845,1
5846,1
5847,0
5848,1
5849,0
5850,1
5851,0
5852,1
5853,0
5854,1
5855,1
5856,0
5857,1
5858,0
5859,1
5860,1
5861,1
5862,0
5864,0
5866,1
5867,0
5868,0
5869,0
5870,0
5876,1
5877,0
5878,0
5879,1
5880,1
5881,0
5882,1
5883,1
5884,1
5885,1
5886,0
5887,1
5888,1
5889,1
5890,0
5891,1
5892,1
5893,0
5894,0
5895,0
5896,1
5897,1
5898,0
5899,0
5900,1
5901,0
5902,1
5903,1
5904,1
5905,1
5911,1
5912,1
5913,0
5914,0
5915,0
5916,1
5917,0
5918,0
5919,0
5920,1
5921,1
5922,0
5924,1
5925,0
5926,0
5927,1
5928,0
5929,0
5930,1
5936,1
5937,1
5938,0
5939,0
5940,0
5941,0
5942,1
5943,0
5944,0
5945,1
5946,0
5947,1
5948,0
5949,0
5950,0
5951,1
5952,0
5953,1
5954,0
5955,0
5956,1
5957,1
5958,0
5959,0
5960,1
5966,1
5967,1
5968,0
5969,0
5970,0
5971,1
5972,1
5973,0
5974,0
5975,0
5976,0
5977,1
5978,1
5979,0
5980,0
5981,1
5982,1
5983,0
5984,0
5985,0
5986,0
5987,1
5988,1
5989,0
5990,0
5991,1
5992,1
5993,0
5994,0
5995,0
5996,1
5997,1
5998,0
5999,1
6000,0
6001,0
6002,1
6003,1
6004,1
6005,0
6011,1
6012,1
6013,0
6014,0
6015,0
6016,1
6017,0
6018,0
6019,0
6020,0
6021,1
6022,1
6023,1
6024,1
6025,0
6026,1
6027,1
6028,1
6029,0
6030,0
6031,1
6032,1
6033,0
6034,0
6035,0
6036,1
6037,1
6038,0
6039,1
6040,0
6041,1
6042,0
6043,0
6044,0
6045,1
6046,0
6047,1
6048,1
6049,1
6050,0
6056,1
6057,1
6058,0
6059,0
6060,0
6061,1
6062,1
6063,0
6064,1
6065,0
6066,0
6067,1
6068,0
6069,1
6070,1
6071,1
6072,1
6073,1
6074,0
6075,0
6076,0
6077,1
6078,0
6079,1
6080,1
6081,1
6082,1
6083,0
6084,0
6085,0
6086,1
6087,1
6088,1
6089,0
6090,0
6091,1
6092,0
6093,0
6094,0
6095,0
6096,1
6097,1
6098,0
6099,0
6100,0
6101,1
6102,0
6103,0
6104,0
6105,0
6111,1
6112,1
6114,0
6115,1
6116,1
6117,1
6118,1
6119,0
6120,1
6121,1
6122,1
6123,1
6124,0
6125,0
6126,1
6127,1
6128,1
6129,0
6130,0
6131,1
6132,1
6133,0
6134,0
6135,0
6136,0
6137,1
6138,1
6139,1
6140,1
6146,0
6147,1
6148,0
6149,0
6150,0
6151,1
6152,1
6153,0
6154,0
6155,0
6156,0
6157,1
6158,1
6159,1
6160,1
6161,1
6162,0
6163,0
6164,0
6165,0
6166,1
6167,1
6168,0
6169,0
6170,1
6171,0
6172,1
6173,1
6174,1
6175,1
6176,0
6177,1
6178,0
6179,1
6180,0
6181,1
6182,1
6183,0
6184,1
6185,0
6186,1
6187,1
6188,0
6189,0
6190,0
6191,1
6192,1
6193,0
6194,0
6195,0
6196,1
6197,0
6198,1
6199,1
6200,1
6201,0
6202,1
6203,0
6204,1
6205,0
6206,1
6207,0
6208,0
6209,0
6210,0
6211,1
6212,1
6213,0
6214,0
6215,0
6216,0
6217,1
6218,0
6219,1
6220,1
6221,0
6222,1
6223,0
6224,1
6225,1
6226,0
6227,1
6228,0
6229,1
6230,0
6231,1
6232,0
6233,1
6234,1
6235,1
6236,1
6237,1
6238,0
6239,0
6240,1
6241,1
6242,0
6243,0
6244,1
6245,0
6261,1
6262,1
6263,0
6264,1
6265,0
6266,1
6267,1
6268,0
6269,0
6270,0
6271,1
6272,0
6273,0
6274,0
6275,0
6276,1
6277,1
6278,0
6279,1
6280,0
6281,1
6282,1
6283,0
6284,0
6285,0
6286,1
6287,0
6288,0
6289,1
6290,0
6291,1
6292,1
6293,0
6294,0
6295,0
6296,1
6297,0
6299,0
6301,0
6302,1
6303,0
6304,1
6305,0
6311,0
6312,1
6313,1
6314,1
6315,1
6316,1
6317,1
6318,0
6319,0
6320,0
6321,0
6322,1
6323,1
6324,1
6325,0
6326,1
6327,1
6328,1
6329,0
6330,0
6331,1
6332,1
6333,0
6334,1
6335,1
6341,0
6342,1
6343,1
6344,1
6345,0
6351,1
6352,1
6354,1
6355,0
6356,0
6357,1
6358,1
6359,0
6360,1
6361,0
6362,1
6363,0
6364,1
6365,0
